Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
Un,NW_019211455.1,55213405,55216902,-,111243748,LOC111243748,-,XP_022645510.1,412,regulator of microtubule dynamics protein 1-like
Un,NW_019211455.1,55225100,55229468,+,111243749,LOC111243749,-,XP_022645511.1,405,decaprenyl-diphosphate synthase subunit 2-like
Un,NW_019211455.1,55225100,55229468,+,111243749,LOC111243749,-,XP_022645512.1,405,decaprenyl-diphosphate synthase subunit 2-like
Un,NW_019211455.1,55231660,55238436,-,111243750,LOC111243750,-,XP_022645513.1,200,actin-related protein 2/3 complex subunit 4 isoform X1
Un,NW_019211455.1,55231660,55234366,-,111243750,LOC111243750,-,XP_022645514.1,167,actin-related protein 2/3 complex subunit 4 isoform X2
Un,NW_019211455.1,55231660,55234002,-,111243750,LOC111243750,-,XP_022645515.1,167,actin-related protein 2/3 complex subunit 4 isoform X3
Un,NW_019211455.1,55242175,55284164,-,111243708,LOC111243708,-,XP_022645409.1,416,homer protein homolog 2-like isoform X3
Un,NW_019211455.1,55242175,55284164,-,111243708,LOC111243708,-,XP_022645411.1,416,homer protein homolog 2-like isoform X3
Un,NW_019211455.1,55242175,55284164,-,111243708,LOC111243708,-,XP_022645412.1,416,homer protein homolog 2-like isoform X3
Un,NW_019211455.1,55242175,55284164,-,111243708,LOC111243708,-,XP_022645413.1,416,homer protein homolog 2-like isoform X3
Un,NW_019211455.1,55242175,55271486,-,111243708,LOC111243708,-,XP_022645414.1,411,homer protein homolog 2-like isoform X4
Un,NW_019211455.1,55242175,55263389,-,111243708,LOC111243708,-,XP_022645408.1,445,homer protein homolog 2-like isoform X2
Un,NW_019211455.1,55242175,55247261,-,111243708,LOC111243708,-,XP_022645407.1,561,homer protein homolog 2-like isoform X1
Un,NW_019211455.1,55242175,55245978,-,111243708,LOC111243708,-,XP_022645415.1,404,homer protein homolog 2-like isoform X5
Un,NW_019211455.1,55308985,55311398,-,111244741,LOC111244741,-,XP_022647845.1,279,metallo-beta-lactamase domain-containing protein 1-like
Un,NW_019211455.1,55308985,55311398,-,111244741,LOC111244741,-,XP_022647846.1,279,metallo-beta-lactamase domain-containing protein 1-like
Un,NW_019211455.1,55308985,55311398,-,111244741,LOC111244741,-,XP_022647847.1,279,metallo-beta-lactamase domain-containing protein 1-like
Un,NW_019211455.1,55308985,55311398,-,111244741,LOC111244741,-,XP_022647848.1,279,metallo-beta-lactamase domain-containing protein 1-like
Un,NW_019211455.1,55308985,55311398,-,111244741,LOC111244741,-,XP_022647849.1,279,metallo-beta-lactamase domain-containing protein 1-like
Un,NW_019211455.1,55314292,55336108,+,111244742,LOC111244742,-,XP_022647850.1,110,uncharacterized protein LOC111244742
Un,NW_019211455.1,55341390,55345849,+,111245398,LOC111245398,-,XP_022649451.1,454,serine/threonine-protein phosphatase PP1-like
Un,NW_019211455.1,55354089,55359552,+,111245476,LOC111245476,-,XP_022649602.1,270,uncharacterized protein LOC111245476 isoform X1
Un,NW_019211455.1,55354089,55359552,+,111245476,LOC111245476,-,XP_022649603.1,239,uncharacterized protein LOC111245476 isoform X2
Un,NW_019211455.1,55357555,55359552,+,111245476,LOC111245476,-,XP_022649604.1,185,uncharacterized protein LOC111245476 isoform X3
Un,NW_019211455.1,55361724,55363067,-,111245474,LOC111245474,-,XP_022649599.1,273,probable ADP-ribosylation factor GTPase-activating protein AGD15
Un,NW_019211455.1,55361724,55363067,-,111245474,LOC111245474,-,XP_022649600.1,273,probable ADP-ribosylation factor GTPase-activating protein AGD15
Un,NW_019211455.1,55377781,55510350,-,111245820,LOC111245820,-,XP_022650399.1,524,zinc finger protein 704-like isoform X1
Un,NW_019211455.1,55377781,55510350,-,111245820,LOC111245820,-,XP_022650400.1,524,zinc finger protein 704-like isoform X1
Un,NW_019211455.1,55377781,55510350,-,111245820,LOC111245820,-,XP_022650401.1,524,zinc finger protein 704-like isoform X1
Un,NW_019211455.1,55377781,55493479,-,111245820,LOC111245820,-,XP_022650402.1,471,zinc finger protein 395-like isoform X2
Un,NW_019211455.1,55548282,55561430,+,111244322,LOC111244322,-,XP_022647024.1,598,ubiquitin carboxyl-terminal hydrolase CYLD-like isoform X1
Un,NW_019211454.1,32487663,32577119,-,111243631,LOC111243631,-,XP_022645279.1,1557,NACHT domain- and WD repeat-containing protein 1-like isoform X5
Un,NW_019211454.1,32491718,32596922,-,111243631,LOC111243631,-,XP_022645270.1,1581,NACHT domain- and WD repeat-containing protein 1-like isoform X4
Un,NW_019211454.1,32502883,32515425,+,111243697,LOC111243697,-,XP_022645383.1,294,uncharacterized protein LOC111243697
Un,NW_019211454.1,32733872,32749840,+,111243013,LOC111243013,-,XP_022643747.1,378,SH3 domain-binding protein 5 homolog isoform X2
Un,NW_019211454.1,32735314,32749840,+,111243013,LOC111243013,-,XP_022643746.1,395,SH3 domain-binding protein 5 homolog isoform X1
Un,NW_019211454.1,32754278,32755758,+,111243014,LOC111243014,-,XP_022643748.1,99,"ATP synthase-coupling factor 6, mitochondrial-like"
Un,NW_019211454.1,32760925,32829094,-,111243012,LOC111243012,-,XP_022643742.1,612,uncharacterized protein LOC111243012 isoform X2
Un,NW_019211454.1,32760925,32829094,-,111243012,LOC111243012,-,XP_022643741.1,645,uncharacterized protein LOC111243012 isoform X1
Un,NW_019211454.1,32760925,32789443,-,111243012,LOC111243012,-,XP_022643743.1,499,uncharacterized protein LOC111243012 isoform X3
Un,NW_019211454.1,32760925,32789443,-,111243012,LOC111243012,-,XP_022643745.1,499,uncharacterized protein LOC111243012 isoform X3
Un,NW_019211454.1,32843831,32847216,+,111255426,LOC111255426,-,XP_022673126.1,311,"elongation factor Ts, mitochondrial-like"
Un,NW_019211454.1,32847910,32851955,-,111255427,LOC111255427,-,XP_022673127.1,178,dnaJ homolog subfamily C member 24 isoform X1
Un,NW_019211454.1,32848086,32851955,-,111255427,LOC111255427,-,XP_022673128.1,150,dnaJ homolog subfamily C member 16 isoform X2
Un,NW_019211454.1,32850947,32851955,-,111255427,LOC111255427,-,XP_022673129.1,142,thioredoxin-like protein 4A isoform X3
Un,NW_019211454.1,32854008,32858096,+,111255254,LOC111255254,-,XP_022672753.1,781,"aconitate hydratase, mitochondrial-like"
Un,NW_019211454.1,32861714,32862700,-,111255255,LOC111255255,-,XP_022672754.1,328,MICOS complex subunit Mic60-like
Un,NW_019211454.1,32889251,32997355,+,111255297,LOC111255297,-,XP_022672840.1,595,uncharacterized protein LOC111255297 isoform X1
Un,NW_019211454.1,32889251,32997355,+,111255297,LOC111255297,-,XP_022672841.1,510,uncharacterized protein LOC111255297 isoform X2
Un,NW_019211454.1,33010035,33012582,+,111245189,LOC111245189,-,XP_022648917.1,132,uncharacterized protein LOC111245189
Un,NW_019211454.1,33023500,33026100,+,111243295,LOC111243295,-,XP_022644357.1,452,uncharacterized protein LOC111243295
Un,NW_019211454.1,33031648,33032403,+,111245184,LOC111245184,-,XP_022648903.1,251,leukocyte surface antigen CD53-like
Un,NW_019211454.1,33046328,33054633,+,111243302,LOC111243302,-,XP_022644376.1,484,uncharacterized protein LOC111243302
Un,NW_019211454.1,33087047,33109072,-,111255274,LOC111255274,-,XP_022672784.1,1159,rap guanine nucleotide exchange factor 1-like isoform X3
Un,NW_019211454.1,33087047,33107917,-,111255274,LOC111255274,-,XP_022672785.1,1133,rap guanine nucleotide exchange factor 1-like isoform X4
Un,NW_019211454.1,33087047,33107917,-,111255274,LOC111255274,-,XP_022672782.1,1166,rap guanine nucleotide exchange factor 1-like isoform X1
Un,NW_019211454.1,33087047,33107056,-,111255274,LOC111255274,-,XP_022672787.1,1128,rap guanine nucleotide exchange factor 1-like isoform X5
Un,NW_019211454.1,33087047,33107056,-,111255274,LOC111255274,-,XP_022672783.1,1161,rap guanine nucleotide exchange factor 1-like isoform X2
Un,NW_019211454.1,33133358,33153667,+,111255275,LOC111255275,-,XP_022672788.1,728,uncharacterized protein LOC111255275 isoform X1
Un,NW_019211454.1,33133358,33153667,+,111255275,LOC111255275,-,XP_022672789.1,728,uncharacterized protein LOC111255275 isoform X1
Un,NW_019211454.1,33133358,33153667,+,111255275,LOC111255275,-,XP_022672790.1,728,uncharacterized protein LOC111255275 isoform X1
Un,NW_019211454.1,33133358,33153667,+,111255275,LOC111255275,-,XP_022672791.1,728,uncharacterized protein LOC111255275 isoform X1
Un,NW_019211454.1,33133358,33153667,+,111255275,LOC111255275,-,XP_022672792.1,728,uncharacterized protein LOC111255275 isoform X1
Un,NW_019211454.1,33133358,33153667,+,111255275,LOC111255275,-,XP_022672793.1,728,uncharacterized protein LOC111255275 isoform X1
Un,NW_019211454.1,33133358,33153667,+,111255275,LOC111255275,-,XP_022672794.1,728,uncharacterized protein LOC111255275 isoform X1
Un,NW_019211454.1,33133358,33153667,+,111255275,LOC111255275,-,XP_022672795.1,728,uncharacterized protein LOC111255275 isoform X1
Un,NW_019211454.1,70244036,70252218,-,111255499,LOC111255499,-,XP_022673267.1,895,uncharacterized transmembrane protein DDB_G0289901-like isoform X1
Un,NW_019211454.1,70244036,70246455,-,111255499,LOC111255499,-,XP_022673270.1,759,uncharacterized transmembrane protein DDB_G0289901-like isoform X4
Un,NW_019211454.1,70300559,70317337,-,111244092,LOC111244092,-,XP_022646497.1,444,stress-activated protein kinase JNK-like isoform X2
Un,NW_019211454.1,70310284,70317337,-,111244092,LOC111244092,-,XP_022646459.1,467,stress-activated protein kinase JNK-like isoform X1
Un,NW_019211454.1,70310284,70317337,-,111244092,LOC111244092,-,XP_022646469.1,467,stress-activated protein kinase JNK-like isoform X1
Un,NW_019211454.1,70310284,70317337,-,111244092,LOC111244092,-,XP_022646478.1,467,stress-activated protein kinase JNK-like isoform X1
Un,NW_019211454.1,70310284,70317337,-,111244092,LOC111244092,-,XP_022646488.1,467,stress-activated protein kinase JNK-like isoform X1
Un,NW_019211454.1,70344294,70363651,+,111244469,LOC111244469,-,XP_022647392.1,2064,protein mini spindles-like isoform X2
Un,NW_019211454.1,70344294,70361938,+,111244469,LOC111244469,-,XP_022647401.1,1929,protein mini spindles-like isoform X3
Un,NW_019211454.1,70344294,70360233,+,111244469,LOC111244469,-,XP_022647383.1,2091,protein mini spindles-like isoform X1
Un,NW_019211454.1,70366947,70380573,-,111244481,LOC111244481,-,XP_022647437.1,452,coiled-coil domain-containing protein 148-like isoform X2
Un,NW_019211454.1,70369105,70380573,-,111244481,LOC111244481,-,XP_022647415.1,486,coiled-coil domain-containing protein 148-like isoform X1
Un,NW_019211454.1,70369105,70380573,-,111244481,LOC111244481,-,XP_022647423.1,486,coiled-coil domain-containing protein 148-like isoform X1
Un,NW_019211454.1,70369105,70380573,-,111244481,LOC111244481,-,XP_022647430.1,486,coiled-coil domain-containing protein 148-like isoform X1
Un,NW_019211454.1,70370871,70380573,-,111244481,LOC111244481,-,XP_022647446.1,422,coiled-coil domain-containing protein 148-like isoform X3
Un,NW_019211454.1,70397494,70414123,+,111255405,LOC111255405,-,XP_022673087.1,1533,Bloom syndrome protein homolog isoform X1
Un,NW_019211454.1,70397494,70414123,+,111255405,LOC111255405,-,XP_022673088.1,1515,Bloom syndrome protein homolog isoform X2
Un,NW_019211454.1,70397494,70409978,+,111255405,LOC111255405,-,XP_022673089.1,1177,uncharacterized protein LOC111255405 isoform X3
Un,NW_019211454.1,70419740,70425373,+,111255492,LOC111255492,-,XP_022673252.1,290,elongation of very long chain fatty acids protein AAEL008004-like isoform X3
Un,NW_019211454.1,70422374,70425373,+,111255492,LOC111255492,-,XP_022673251.1,296,elongation of very long chain fatty acids protein AAEL008004-like isoform X2
Un,NW_019211454.1,70422586,70425373,+,111255492,LOC111255492,-,XP_022673244.1,301,elongation of very long chain fatty acids protein AAEL008004-like isoform X1
Un,NW_019211454.1,70422586,70425373,+,111255492,LOC111255492,-,XP_022673245.1,301,elongation of very long chain fatty acids protein AAEL008004-like isoform X1
Un,NW_019211454.1,70422586,70425373,+,111255492,LOC111255492,-,XP_022673246.1,301,elongation of very long chain fatty acids protein AAEL008004-like isoform X1
Un,NW_019211454.1,70422586,70425373,+,111255492,LOC111255492,-,XP_022673247.1,301,elongation of very long chain fatty acids protein AAEL008004-like isoform X1
Un,NW_019211454.1,70422586,70425373,+,111255492,LOC111255492,-,XP_022673249.1,301,elongation of very long chain fatty acids protein AAEL008004-like isoform X1
Un,NW_019211454.1,70422586,70425373,+,111255492,LOC111255492,-,XP_022673250.1,301,elongation of very long chain fatty acids protein AAEL008004-like isoform X1
Un,NW_019211454.1,70423399,70425373,+,111255492,LOC111255492,-,XP_022673254.1,279,elongation of very long chain fatty acids protein AAEL008004-like isoform X5
Un,NW_019211454.1,70423399,70425373,+,111255492,LOC111255492,-,XP_022673255.1,279,elongation of very long chain fatty acids protein AAEL008004-like isoform X5
Un,NW_019211454.1,70423419,70425373,+,111255492,LOC111255492,-,XP_022673253.1,285,elongation of very long chain fatty acids protein AAEL008004-like isoform X4
Un,NW_019211454.1,70485676,70585370,-,111248418,LOC111248418,-,XP_022656483.1,597,calcitonin gene-related peptide type 1 receptor-like isoform X1
Un,NW_019211454.1,70485676,70543965,-,111248418,LOC111248418,-,XP_022656491.1,582,calcitonin gene-related peptide type 1 receptor-like isoform X2
Un,NW_019211454.1,70601734,70602567,+,111253498,LOC111253498,-,XP_022668707.1,277,uncharacterized protein LOC111253498
Un,NW_019211454.1,70605402,70606238,-,111253493,LOC111253493,-,XP_022668693.1,278,uncharacterized protein LOC111253493
Un,NW_019211455.1,21918428,21920011,+,111245481,LOC111245481,-,XP_022649621.1,527,solute carrier family 41 member 3-like
Un,NW_019211455.1,21961812,22040541,-,111243861,LOC111243861,-,XP_022645815.1,351,cAMP-dependent protein kinase catalytic subunit-like isoform X6
Un,NW_019211455.1,21961812,22008802,-,111243861,LOC111243861,-,XP_022645814.1,351,cAMP-dependent protein kinase catalytic subunit-like isoform X5
Un,NW_019211455.1,21961812,22008802,-,111243861,LOC111243861,-,XP_022645812.1,371,cAMP-dependent protein kinase catalytic subunit alpha-like isoform X3
Un,NW_019211455.1,21961812,22008802,-,111243861,LOC111243861,-,XP_022645813.1,369,cAMP-dependent protein kinase catalytic subunit-like isoform X4
Un,NW_019211455.1,21961812,22008802,-,111243861,LOC111243861,-,XP_022645811.1,389,cAMP-dependent protein kinase catalytic subunit alpha-like isoform X2
Un,NW_019211455.1,21961812,22008802,-,111243861,LOC111243861,-,XP_022645809.1,389,cAMP-dependent protein kinase catalytic subunit alpha-like isoform X1
Un,NW_019211455.1,21961812,22008802,-,111243861,LOC111243861,-,XP_022645810.1,389,cAMP-dependent protein kinase catalytic subunit alpha-like isoform X1
Un,NW_019211455.1,21961812,21977496,-,111243861,LOC111243861,-,XP_022645816.1,348,cAMP-dependent protein kinase catalytic subunit-like isoform X7
Un,NW_019211455.1,22124911,22130237,-,111245545,LOC111245545,-,XP_022649767.1,401,"stomatin-like protein 2, mitochondrial isoform X1"
Un,NW_019211455.1,22124911,22129458,-,111245545,LOC111245545,-,XP_022649768.1,347,"stomatin-like protein 2, mitochondrial isoform X2"
Un,NW_019211455.1,22133459,22137363,+,111245370,LOC111245370,-,XP_022649374.1,412,general transcription factor IIH subunit 2-like
Un,NW_019211455.1,22133459,22137363,+,111245370,LOC111245370,-,XP_022649375.1,412,general transcription factor IIH subunit 2-like
Un,NW_019211455.1,22182636,22290888,+,111243666,LOC111243666,-,XP_022645280.1,1159,disheveled-associated activator of morphogenesis 1-like isoform X2
Un,NW_019211455.1,22182636,22290888,+,111243666,LOC111243666,-,XP_022645281.1,1159,disheveled-associated activator of morphogenesis 1-like isoform X2
Un,NW_019211455.1,22197941,22290888,+,111243666,LOC111243666,-,XP_022645278.1,1217,disheveled-associated activator of morphogenesis 1-like isoform X1
Un,NW_019211455.1,22246982,22290888,+,111243666,LOC111243666,-,XP_022645282.1,1143,disheveled-associated activator of morphogenesis 1-like isoform X3
Un,NW_019211455.1,22293786,22295648,-,111243667,LOC111243667,-,XP_022645283.1,620,uncharacterized protein LOC111243667 isoform X1
Un,NW_019211455.1,22293786,22295648,-,111243667,LOC111243667,-,XP_022645284.1,620,uncharacterized protein LOC111243667 isoform X1
Un,NW_019211455.1,22293786,22295648,-,111243667,LOC111243667,-,XP_022645285.1,620,uncharacterized protein LOC111243667 isoform X1
Un,NW_019211455.1,22293786,22295648,-,111243667,LOC111243667,-,XP_022645286.1,620,uncharacterized protein LOC111243667 isoform X1
Un,NW_019211455.1,22293786,22295648,-,111243667,LOC111243667,-,XP_022645287.1,620,uncharacterized protein LOC111243667 isoform X1
Un,NW_019211455.1,22293786,22295552,-,111243667,LOC111243667,-,XP_022645288.1,588,uncharacterized protein LOC111243667 isoform X2
Un,NW_019211455.1,22316416,22322018,+,111245256,LOC111245256,-,XP_022649113.1,560,disintegrin and metalloproteinase domain-containing protein 10-like isoform X1
Un,NW_019211455.1,22316416,22321357,+,111245256,LOC111245256,-,XP_022649114.1,467,disintegrin and metalloproteinase domain-containing protein 10-like isoform X2
Un,NW_019211455.1,22329445,22331796,+,111245722,LOC111245722,-,XP_022650157.1,356,uncharacterized protein LOC111245722
Un,NW_019211455.1,22337000,22348574,-,111244360,LOC111244360,-,XP_022647116.1,761,cullin-3-like isoform X2
Un,NW_019211455.1,22337945,22348574,-,111244360,LOC111244360,-,XP_022647115.1,819,cullin-3-like isoform X1
Un,NW_019211455.1,22350846,22352243,+,111244361,LOC111244361,-,XP_022647118.1,94,NADH dehydrogenase
Un,NW_019211455.1,22350846,22352243,+,111244361,LOC111244361,-,XP_022647119.1,94,NADH dehydrogenase
Un,NW_019211455.1,22350846,22352243,+,111244361,LOC111244361,-,XP_022647120.1,94,NADH dehydrogenase
Un,NW_019211455.1,22364420,22380390,-,111243951,LOC111243951,-,XP_022646081.1,698,hormone-sensitive lipase-like isoform X1
Un,NW_019211455.1,22364420,22380390,-,111243951,LOC111243951,-,XP_022646082.1,698,hormone-sensitive lipase-like isoform X1
Un,NW_019211455.1,22364420,22380390,-,111243951,LOC111243951,-,XP_022646083.1,698,hormone-sensitive lipase-like isoform X1
Un,NW_019211455.1,55548282,55561430,+,111244322,LOC111244322,-,XP_022647025.1,598,ubiquitin carboxyl-terminal hydrolase CYLD-like isoform X1
Un,NW_019211455.1,55548974,55561430,+,111244322,LOC111244322,-,XP_022647026.1,598,ubiquitin carboxyl-terminal hydrolase CYLD-like isoform X2
Un,NW_019211455.1,55554100,55561430,+,111244322,LOC111244322,-,XP_022647027.1,538,ubiquitin carboxyl-terminal hydrolase CYLD-like isoform X3
Un,NW_019211455.1,55565599,55573471,+,111244323,LOC111244323,-,XP_022647029.1,319,alpha-tocopherol transfer protein-like
Un,NW_019211455.1,55580428,55592463,+,111245551,LOC111245551,-,XP_022649775.1,886,uncharacterized protein LOC111245551
Un,NW_019211455.1,55611586,55616912,-,111244935,LOC111244935,-,XP_022648274.1,1144,uncharacterized protein LOC111244935 isoform X3
Un,NW_019211455.1,55611586,55616912,-,111244935,LOC111244935,-,XP_022648273.1,1149,uncharacterized protein LOC111244935 isoform X2
Un,NW_019211455.1,55611586,55616912,-,111244935,LOC111244935,-,XP_022648272.1,1151,uncharacterized protein LOC111244935 isoform X1
Un,NW_019211455.1,55611586,55616243,-,111244935,LOC111244935,-,XP_022648275.1,1131,uncharacterized protein LOC111244935 isoform X4
Un,NW_019211455.1,55627063,55632386,+,111245165,LOC111245165,-,XP_022648863.1,276,protein canopy homolog 1-like isoform X1
Un,NW_019211455.1,55627063,55632386,+,111245165,LOC111245165,-,XP_022648864.1,251,uncharacterized protein LOC111245165 isoform X2
Un,NW_019211455.1,55654302,55680325,+,111244282,LOC111244282,-,XP_022646940.1,802,rho GTPase-activating protein 6-like
Un,NW_019211455.1,55702509,55715009,+,111244285,LOC111244285,-,XP_022646955.1,595,uncharacterized protein LOC111244285
Un,NW_019211455.1,55716191,55719628,-,111244286,LOC111244286,-,XP_022646956.1,303,RNA-binding protein with serine-rich domain 1-B-like
Un,NW_019211455.1,55716191,55719628,-,111244286,LOC111244286,-,XP_022646957.1,303,RNA-binding protein with serine-rich domain 1-B-like
Un,NW_019211455.1,55734409,55747168,+,111244283,LOC111244283,-,XP_022646954.1,574,natural resistance-associated macrophage protein 2-like isoform X6
Un,NW_019211455.1,55734409,55746037,+,111244283,LOC111244283,-,XP_022646949.1,585,natural resistance-associated macrophage protein 2-like isoform X3
Un,NW_019211455.1,55734409,55746037,+,111244283,LOC111244283,-,XP_022646950.1,585,natural resistance-associated macrophage protein 2-like isoform X3
Un,NW_019211455.1,55734409,55746003,+,111244283,LOC111244283,-,XP_022646951.1,584,natural resistance-associated macrophage protein 2-like isoform X4
Un,NW_019211455.1,55734409,55743197,+,111244283,LOC111244283,-,XP_022646941.1,616,natural resistance-associated macrophage protein 2-like isoform X1
Un,NW_019211455.1,55734409,55743197,+,111244283,LOC111244283,-,XP_022646942.1,616,natural resistance-associated macrophage protein 2-like isoform X1
Un,NW_019211455.1,55734409,55743197,+,111244283,LOC111244283,-,XP_022646943.1,616,natural resistance-associated macrophage protein 2-like isoform X1
Un,NW_019211455.1,55734409,55743197,+,111244283,LOC111244283,-,XP_022646944.1,616,natural resistance-associated macrophage protein 2-like isoform X1
Un,NW_019211455.1,55734409,55743197,+,111244283,LOC111244283,-,XP_022646945.1,616,natural resistance-associated macrophage protein 2-like isoform X1
Un,NW_019211455.1,55734409,55742151,+,111244283,LOC111244283,-,XP_022646946.1,606,natural resistance-associated macrophage protein 2-like isoform X2
Un,NW_019211455.1,55734409,55742151,+,111244283,LOC111244283,-,XP_022646947.1,606,natural resistance-associated macrophage protein 2-like isoform X2
Un,NW_019211455.1,55734409,55742151,+,111244283,LOC111244283,-,XP_022646948.1,606,natural resistance-associated macrophage protein 2-like isoform X2
Un,NW_019211455.1,55734409,55741952,+,111244283,LOC111244283,-,XP_022646952.1,576,natural resistance-associated macrophage protein 2-like isoform X5
Un,NW_019211455.1,55758499,55760876,-,111244287,LOC111244287,-,XP_022646958.1,214,transmembrane protein 35A-like
Un,NW_019211455.1,55764594,55815419,-,111245708,LOC111245708,-,XP_022650121.1,623,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like isoform X1"
Un,NW_019211455.1,55764594,55815349,-,111245708,LOC111245708,-,XP_022650122.1,611,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like isoform X2"
Un,NW_019211455.1,55765914,55815419,-,111245708,LOC111245708,-,XP_022650123.1,462,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like isoform X3"
Un,NW_019211455.1,55766615,55769126,+,111245712,LOC111245712,-,XP_022650136.1,180,uncharacterized protein LOC111245712 isoform X1
Un,NW_019211455.1,55766615,55769126,+,111245712,LOC111245712,-,XP_022650137.1,143,uncharacterized protein LOC111245712 isoform X2
Un,NW_019211454.1,33133358,33153667,+,111255275,LOC111255275,-,XP_022672796.1,728,uncharacterized protein LOC111255275 isoform X1
Un,NW_019211454.1,33144161,33153667,+,111255275,LOC111255275,-,XP_022672797.1,682,uncharacterized protein LOC111255275 isoform X2
Un,NW_019211454.1,33144439,33153667,+,111255275,LOC111255275,-,XP_022672798.1,645,uncharacterized protein LOC111255275 isoform X3
Un,NW_019211454.1,33148497,33153667,+,111255275,LOC111255275,-,XP_022672799.1,596,uncharacterized protein LOC111255275 isoform X4
Un,NW_019211454.1,33169131,33171348,-,111255304,LOC111255304,-,XP_022672854.1,599,BTB/POZ domain-containing protein 9-like
Un,NW_019211454.1,33169131,33171348,-,111255304,LOC111255304,-,XP_022672857.1,599,BTB/POZ domain-containing protein 9-like
Un,NW_019211454.1,33169131,33171348,-,111255304,LOC111255304,-,XP_022672858.1,599,BTB/POZ domain-containing protein 9-like
Un,NW_019211454.1,33169131,33171348,-,111255304,LOC111255304,-,XP_022672859.1,599,BTB/POZ domain-containing protein 9-like
Un,NW_019211454.1,33169131,33171348,-,111255304,LOC111255304,-,XP_022672860.1,599,BTB/POZ domain-containing protein 9-like
Un,NW_019211454.1,33169131,33171348,-,111255304,LOC111255304,-,XP_022672861.1,599,BTB/POZ domain-containing protein 9-like
Un,NW_019211454.1,33191403,33196474,-,111253452,LOC111253452,-,XP_022668567.1,278,uridine-cytidine kinase 2-B-like isoform X1
Un,NW_019211454.1,33191403,33194446,-,111253452,LOC111253452,-,XP_022668577.1,239,uridine-cytidine kinase 2-B-like isoform X2
Un,NW_019211454.1,33191403,33194446,-,111253452,LOC111253452,-,XP_022668585.1,239,uridine-cytidine kinase 2-B-like isoform X2
Un,NW_019211454.1,33197836,33199917,-,111253464,LOC111253464,-,XP_022668599.1,110,60S ribosomal protein L34-like
Un,NW_019211454.1,33200395,33203581,+,111244643,LOC111244643,-,XP_022647681.1,216,vesicle transport through interaction with t-SNAREs homolog 1A-like
Un,NW_019211454.1,33206555,33228478,+,111244623,LOC111244623,-,XP_022647643.1,1834,NFX1-type zinc finger-containing protein 1-like isoform X1
Un,NW_019211454.1,33207092,33228478,+,111244623,LOC111244623,-,XP_022647651.1,1813,NFX1-type zinc finger-containing protein 1-like isoform X2
Un,NW_019211454.1,33207092,33228478,+,111244623,LOC111244623,-,XP_022647660.1,1813,NFX1-type zinc finger-containing protein 1-like isoform X2
Un,NW_019211454.1,33210092,33228478,+,111244623,LOC111244623,-,XP_022647669.1,1626,NFX1-type zinc finger-containing protein 1-like isoform X3
Un,NW_019211454.1,33236088,33366264,+,111250602,LOC111250602,-,XP_022661742.1,767,"protein pangolin, isoforms A/H/I/S-like isoform X1"
Un,NW_019211454.1,33236088,33366264,+,111250602,LOC111250602,-,XP_022661751.1,751,transcription factor 7-like 2 isoform X2
Un,NW_019211454.1,33236088,33366264,+,111250602,LOC111250602,-,XP_022661761.1,686,transcription factor 7-like 2 isoform X3
Un,NW_019211454.1,33327582,33328208,-,111250638,LOC111250638,-,XP_022661845.1,208,zinc finger protein 512B-like
Un,NW_019211454.1,33387442,33399291,+,111250623,LOC111250623,-,XP_022661787.1,264,uncharacterized protein LOC111250623 isoform X1
Un,NW_019211454.1,33387442,33399291,+,111250623,LOC111250623,-,XP_022661797.1,264,uncharacterized protein LOC111250623 isoform X1
Un,NW_019211454.1,33387442,33399291,+,111250623,LOC111250623,-,XP_022661807.1,264,uncharacterized protein LOC111250623 isoform X1
Un,NW_019211454.1,33387442,33399291,+,111250623,LOC111250623,-,XP_022661826.1,238,uncharacterized protein LOC111250623 isoform X2
Un,NW_019211454.1,33387442,33399291,+,111250623,LOC111250623,-,XP_022661835.1,210,uncharacterized protein LOC111250623 isoform X3
Un,NW_019211454.1,33414817,33436394,+,111250618,LOC111250618,-,XP_022661774.1,400,stearoyl-CoA desaturase 5-like
Un,NW_019211454.1,33458422,33459370,-,111242955,LOC111242955,-,XP_022643652.1,250,uncharacterized protein LOC111242955
Un,NW_019211454.1,33458422,33459370,-,111242955,LOC111242955,-,XP_022643654.1,250,uncharacterized protein LOC111242955
Un,NW_019211454.1,33492472,33503266,-,111242942,LOC111242942,-,XP_022643636.1,1007,insulin-degrading enzyme-like
Un,NW_019211454.1,33492472,33503266,-,111242942,LOC111242942,-,XP_022643637.1,1007,insulin-degrading enzyme-like
Un,NW_019211454.1,33527343,33567797,-,111244387,LOC111244387,-,XP_022647174.1,776,anoctamin-8-like isoform X1
Un,NW_019211454.1,33527343,33567797,-,111244387,LOC111244387,-,XP_022647183.1,776,anoctamin-8-like isoform X1
Un,NW_019211454.1,33527343,33558499,-,111244387,LOC111244387,-,XP_022647193.1,659,anoctamin-8-like isoform X2
Un,NW_019211455.1,55781201,55783901,+,111245709,LOC111245709,-,XP_022650124.1,486,putative neutral sphingomyelinase isoform X1
